Series Name,Series Code,Country Name,Country Code,2018 [YR2018]
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Afghanistan,AFG,553.973306037506
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Albania,ALB,4431.55559506989
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Algeria,DZA,4782.03470679763
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,American Samoa,ASM,13049.3301536176
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Andorra,AND,39320.0924463621
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Angola,AGO,2777.84304168235
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Antigua and Barbuda,ATG,17901.0409130559
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Argentina,ARG,13105.397163317
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Armenia,ARM,4215.89939440524
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Aruba,ABW,31172.8025129725
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Australia,AUS,58600.7903562771
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Austria,AUT,46154.6250956541
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Azerbaijan,AZE,5262.36870473368
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Bahamas, The",BHS,30344.799600125
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Bahrain,BHR,22994.1520744625
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Bangladesh,BGD,1460.81351644884
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Barbados,BRB,17334.2131377485
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Belarus,BLR,6165.95788671048
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Belgium,BEL,42382.3182763247
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Belize,BLZ,5699.06280152249
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Benin,BEN,1111.22724744153
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Bermuda,BMU,106697.737486296
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Bhutan,BTN,3283.77566749485
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Bolivia,BOL,3219.20089192093
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Bosnia and Herzegovina,BIH,5339.47706826984
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Botswana,BWA,6418.70635422259
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Brazil,BRA,8553.86590205122
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,British Virgin Islands,VGB,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Brunei Darussalam,BRN,29437.8651779688
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Bulgaria,BGR,7862.86182980047
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Burkina Faso,BFA,696.044570830807
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Burundi,BDI,274.131908470855
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cabo Verde,CPV,3463.81281889513
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cambodia,KHM,1384.96802283531
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cameroon,CMR,1445.26777135975
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Canada,CAN,44907.3436837248
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cayman Islands,CYM,80597.7086377604
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Central African Republic,CAF,378.263077805926
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Chad,TCD,653.349761493496
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Channel Islands,CHI,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Chile,CHL,13904.1153384034
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,China,CHN,9619.20947510677
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Colombia,COL,6320.99074680751
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Comoros,COM,1383.37787346626
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Congo, Dem. Rep.",COD,489.382374635897
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Congo, Rep.",COG,1924.71880170369
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Costa Rica,CRI,12470.9574208108
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cote d'Ivoire,CIV,2168.9134420144
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Croatia,HRV,13768.18944713
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cuba,CUB,8047.94103064616
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Curacao,CUW,18355.1767135889
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cyprus,CYP,27241.064453125
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Czechia,CZE,19689.5827032979
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Denmark,DNK,56563.4884729669
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Djibouti,DJI,2714.35164845975
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Dominica,DMA,7586.64614100055
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Dominican Republic,DOM,7894.95519223748
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ecuador,ECU,6075.16615648774
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Egypt, Arab Rep.",EGY,3635.42058228397
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,El Salvador,SLV,4009.71655712472
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Equatorial Guinea,GNQ,7079.65052622091
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Eritrea,ERI,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Estonia,EST,19611.6109936281
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Eswatini,SWZ,3696.35985012092
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ethiopia,ETH,744.367520290091
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Faroe Islands,FRO,54506.387071933
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Fiji,FJI,5708.91093020969
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Finland,FIN,45627.9198947233
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,France,FRA,38259.6977698474
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,French Polynesia,PYF,19471.3901061808
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Gabon,GAB,6786.89034991238
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Gambia, The",GMB,645.938187151588
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Georgia,GEO,4713.65354845303
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,42928.7412368012
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ghana,GHA,1899.8084315335
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Gibraltar,GIB,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Greece,GRC,18647.4957207515
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Greenland,GRL,47012.9860350276
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Grenada,GRD,9252.55403427554
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guam,GUM,34460.4465269452
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guatemala,GTM,4163.47630221389
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guinea,GIN,910.652641922598
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guinea-Bissau,GNB,685.462949775585
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guyana,GUY,6127.67910664033
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Haiti,HTI,1430.81876709923
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Honduras,HND,2423.27605962903
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Hong Kong SAR, China",HKG,45280.4738923626
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Hungary,HUN,14377.4241602939
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Iceland,ISL,57697.8044237427
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,India,IND,1891.13843545663
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Indonesia,IDN,3741.30526682049
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Iran, Islamic Rep.",IRN,5233.28205397474
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Iraq,IRQ,4710.97614870841
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ireland,IRL,72478.8382398373
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Isle of Man,IMN,95074.4397186048
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Israel,ISR,38744.1604404811
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Italy,ITA,31593.4802621599
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Jamaica,JAM,5264.1964521584
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,36138.5290824719
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Jordan,JOR,3929.68718472936
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Kazakhstan,KAZ,11053.3604174846
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Kenya,KEN,1604.80293212228
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Kiribati,KIR,1799.26863966721
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Korea, Dem. People's Rep.",PRK,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Korea, Rep.",KOR,31059.2668087927
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Kosovo,XKX,4009.12363850589
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Kuwait,KWT,26664.6487904648
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Kyrgyz Republic,KGZ,1197.61057526025
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Lao PDR,LAO,2467.95557992654
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Latvia,LVA,15558.4920048315
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Lebanon,LBN,8435.63735402702
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Lesotho,LSO,1061.43805871852
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Liberia,LBR,673.411391957645
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Libya,LBY,10595.2457532247
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Liechtenstein,LIE,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Lithuania,LTU,16443.5852875776
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Luxembourg,LUX,106376.783565763
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Macao SAR, China",MAC,80342.5875773682
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Madagascar,MDG,470.423898266865
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Malawi,MWI,558.560452702602
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Malaysia,MYS,10777.7665213518
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Maldives,MDV,10453.6355243607
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Mali,MLI,767.571595521859
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Malta,MLT,28177.5495393975
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Marshall Islands,MHL,4460.33625015969
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Mauritania,MRT,1628.03885516365
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Mauritius,MUS,10652.4836886859
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Mexico,MEX,10343.3534302908
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Micronesia, Fed. Sts.",FSM,2890.49300548105
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Moldova,MDA,3267.9961042872
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Monaco,MCO,178571.347957464
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Mongolia,MNG,4242.30022157508
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Montenegro,MNE,7381.80764032937
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Morocco,MAR,3296.19409179688
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Mozambique,MOZ,612.599028645783
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Myanmar,MMR,1351.38830035161
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Namibia,NAM,4714.45251824565
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Nauru,NRU,6881.75424235268
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Nepal,NPL,1006.60690701003
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Netherlands,NLD,47826.8191172843
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,New Caledonia,NCL,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,New Zealand,NZL,40350.9122003744
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Nicaragua,NIC,2052.13338335777
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Niger,NER,510.595514267758
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Nigeria,NGA,2512.08047529121
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,North Macedonia,MKD,5698.39334484489
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Northern Mariana Islands,MNP,23242.9254375819
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Norway,NOR,76373.6241145297
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Oman,OMN,18256.6531453301
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Pakistan,PAK,1612.83535268155
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Palau,PLW,15744.7982137504
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Panama,PAN,14922.129988894
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Papua New Guinea,PNG,2536.0831879568
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Paraguay,PRY,6338.51367820775
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Peru,PER,6530.42299765457
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Philippines,PHL,3439.10052334951
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Poland,POL,14408.384388723
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Portugal,PRT,21057.6174784232
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Puerto Rico,PRI,29686.968854595
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Qatar,QAT,60080.696551117
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Romania,ROU,10778.4483512826
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Russian Federation,RUS,9674.787109375
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Rwanda,RWA,814.719960383902
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Samoa,WSM,4277.34201549273
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,San Marino,SMR,43277.5014149123
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Sao Tome and Principe,STP,1406.1033821349
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Saudi Arabia,SAU,20284.795680432
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Senegal,SEN,1384.64207468007
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Serbia,SRB,6261.52570046486
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Seychelles,SYC,18628.1862276696
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Sierra Leone,SLE,617.529519430669
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Singapore,SGP,61216.1250918658
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Sint Maarten (Dutch part),SXM,31668.1363245556
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Slovak Republic,SVK,17818.2341072167
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Slovenia,SVN,23483.529124564
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Solomon Islands,SLB,2217.81727876586
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Somalia,SOM,543.977580741326
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,South Africa,ZAF,6253.11899645914
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,South Sudan,SSD,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Spain,ESP,27739.8647682529
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Sri Lanka,LKA,4495.71046284418
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,St. Kitts and Nevis,KNA,21294.3919320404
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,St. Lucia,LCA,11178.8613288299
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,St. Martin (French part),MAF,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,St. Vincent and the Grenadines,VCT,8144.15082058925
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Sudan,SDN,1248.95727539063
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Suriname,SUR,8751.28397676744
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Sweden,SWE,52983.0068617482
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Switzerland,CHE,86756.6021294513
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Syrian Arab Republic,SYR,802.430209355374
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Tajikistan,TJK,1116.29302105025
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Tanzania,TZA,1012.49896240234
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Thailand,THA,6336.23967742373
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Timor-Leste,TLS,1256.90389911275
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Togo,TGO,812.458810664643
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Tonga,TON,4587.2801410509
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Trinidad and Tobago,TTO,15716.4205407057
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Tunisia,TUN,4070.14981945375
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Turkiye,TUR,12148.2942496874
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Turkmenistan,TKM,7089.94180488049
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Turks and Caicos Islands,TCA,25077.5626030133
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Tuvalu,TUV,3718.43097727405
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Uganda,UGA,896.162531916137
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ukraine,UKR,2336.9765625
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,United Arab Emirates,ARE,43644.1470474986
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,United Kingdom,GBR,46740.5535926377
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,United States,USA,60127.2102775233
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Uruguay,URY,17441.8652430426
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Uzbekistan,UZB,3062.4862228174
